StartSize,PositionDir,Dir,Returnn,Abort,TotalGain
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.55555556,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
53.88888889,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.16666667,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55.27777778,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.27777778,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
53.61111111,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
50.83333333,49.72222222,-1,15,80,-2.5,
49.16666667,49.72222222,-1,15,80,-2.5,
50.27777778,49.72222222,-1,15,80,-2.5,
49.72222222,49.72222222,-1,15,80,-2.5,
50,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.16666667,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
56.38888889,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.66666667,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.55555556,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
55.55555556,49.72222222,-1,15,80,-2.5,
54.16666667,49.72222222,-1,15,80,-2.5,
53.88888889,49.72222222,-1,15,80,-2.5,
54.16666667,49.72222222,-1,15,80,-2.5,
55.55555556,49.72222222,-1,15,80,-2.5,
56.38888889,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
53.61111111,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.38888889,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.77777778,49.72222222,-1,15,80,-2.5,
61.66666667,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.66666667,49.72222222,-1,15,80,-2.5,
55.55555556,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.66666667,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.77777778,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.77777778,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.77777778,49.72222222,-1,15,80,-2.5,
61.66666667,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.66666667,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.66666667,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
62.22222222,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.38888889,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.83333333,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
57.22222222,49.72222222,-1,15,80,-2.5,
56.94444444,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
55,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.33333333,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.83333333,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
57.5,49.72222222,-1,15,80,-2.5,
58.05555556,49.72222222,-1,15,80,-2.5,
59.16666667,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
62.77777778,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
63.05555556,49.72222222,-1,15,80,-2.5,
62.5,49.72222222,-1,15,80,-2.5,
61.94444444,49.72222222,-1,15,80,-2.5,
60.55555556,49.72222222,-1,15,80,-2.5,
61.11111111,49.72222222,-1,15,80,-2.5,
60.55555556,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
58.61111111,49.72222222,-1,15,80,-2.5,
59.44444444,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60.27777778,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
60.55555556,49.72222222,-1,15,80,-2.5,
59.72222222,49.72222222,-1,15,80,-2.5,
58.88888889,49.72222222,-1,15,80,-2.5,
57.77777778,49.72222222,-1,15,80,-2.5,
56.66666667,49.72222222,-1,15,80,-2.5,
55.55555556,49.72222222,-1,15,80,-2.5,
56.11111111,49.72222222,-1,15,80,-2.5,
55.27777778,49.72222222,-1,15,80,-2.5,
54.72222222,49.72222222,-1,15,80,-2.5,
53.61111111,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
51.66666667,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
50.83333333,49.72222222,-1,15,80,-2.5,
49.72222222,49.72222222,-1,15,80,-2.5,
50,49.72222222,-1,15,80,-2.5,
49.72222222,49.72222222,-1,15,80,-2.5,
48.88888889,49.72222222,-1,15,80,-2.5,
49.16666667,49.72222222,-1,15,80,-2.5,
50,49.72222222,-1,15,80,-2.5,
51.11111111,49.72222222,-1,15,80,-2.5,
50.55555556,49.72222222,-1,15,80,-2.5,
51.11111111,49.72222222,-1,15,80,-2.5,
50.83333333,49.72222222,-1,15,80,-2.5,
51.11111111,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
51.66666667,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
53.88888889,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
50.83333333,49.72222222,-1,15,80,-2.5,
51.38888889,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
53.88888889,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
51.38888889,49.72222222,-1,15,80,-2.5,
53.33333333,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.16666667,49.72222222,-1,15,80,-2.5,
53.88888889,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
52.77777778,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
54.44444444,49.72222222,-1,15,80,-2.5,
53.61111111,49.72222222,-1,15,80,-2.5,
52.5,49.72222222,-1,15,80,-2.5,
51.94444444,49.72222222,-1,15,80,-2.5,
52.22222222,49.72222222,-1,15,80,-2.5,
53.05555556,49.72222222,-1,15,80,-2.5,
