00:00:11,1.21779,1.21826
00:00:12,1.21749,1.21795
00:00:13,1.21738,1.21784
00:00:15,1.21773,1.21819
00:00:15,1.21771,1.21817
00:00:19,1.21775,1.2182
00:00:30,1.2179,1.21824
00:00:31,1.21775,1.2182
00:00:34,1.21775,1.21817
00:00:40,1.21772,1.21815
00:00:56,1.21769,1.21813
00:01:11,1.2177,1.21813
00:02:12,1.21757,1.21803
00:02:12,1.21724,1.21771
00:02:13,1.21728,1.21774
00:02:13,1.21709,1.21756
00:02:18,1.21705,1.21751
00:02:18,1.21722,1.21768
00:02:19,1.21727,1.21773
00:02:22,1.21768,1.21811
00:02:23,1.21769,1.21813
00:02:23,1.21768,1.21811
00:02:28,1.21767,1.21811
00:02:29,1.21768,1.21813
00:02:29,1.21767,1.21813
00:02:30,1.21765,1.2181
00:02:51,1.21767,1.21813
00:02:52,1.21765,1.2181
00:02:54,1.21766,1.2181
00:03:23,1.21766,1.21811
00:03:30,1.21768,1.21813
00:03:31,1.21766,1.21811
00:03:54,1.21767,1.21811
00:03:55,1.21765,1.2181
00:04:00,1.21767,1.21813
00:04:00,1.21765,1.2181
00:05:14,1.21764,1.2181
00:05:45,1.21789,1.21835
00:06:07,1.21787,1.21833
00:06:46,1.21786,1.21832
00:07:17,1.21787,1.21834
00:07:27,1.21782,1.21828
00:08:12,1.21789,1.21835
00:08:12,1.21791,1.21837
00:08:16,1.2179,1.21837
00:08:22,1.21791,1.21837
00:08:30,1.21797,1.21843
00:08:42,1.21787,1.21833
00:08:43,1.21786,1.21833
00:08:45,1.21784,1.21831
00:08:46,1.21785,1.21831
00:09:11,1.21784,1.21831
00:09:50,1.21762,1.21853
00:11:43,1.21772,1.21853
00:11:46,1.21772,1.21842
00:12:19,1.21771,1.21842
00:12:19,1.21772,1.21842
00:12:27,1.21772,1.21838
00:14:32,1.21792,1.21838
00:14:49,1.21799,1.21838
00:15:13,1.21799,1.21859
00:15:28,1.21796,1.21839
00:15:49,1.21796,1.21838
00:15:54,1.21798,1.21838
00:16:30,1.21798,1.21837
00:16:49,1.21798,1.21838
00:17:15,1.21801,1.21839
00:17:15,1.218,1.21839
00:17:15,1.21799,1.21839
00:19:20,1.21782,1.21839
00:19:43,1.21782,1.21838
00:19:43,1.21781,1.21829
00:20:07,1.21776,1.21809
00:20:41,1.2178,1.21829
00:20:42,1.21781,1.21829
00:22:34,1.21772,1.21829
00:23:44,1.21779,1.21829
00:23:47,1.21778,1.21829
00:23:49,1.21777,1.21829
00:23:51,1.21777,1.21823
00:23:54,1.21777,1.21829
00:24:00,1.21776,1.21829
00:24:13,1.21775,1.21829
00:24:26,1.21774,1.21829
